Var1,Gene,Gene_Symbol,total_rxns,targeted_rxns,targeted_drugs,targeted_drugs_names,targeted_rxns_names
"Fatty acid oxidation",1962,NA,843,9,2695,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2696,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2697,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2698,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2699,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2700,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2701,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2702,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",1962,NA,843,9,2703,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M
"Fatty acid oxidation",11001,NA,843,0,2704,NA,
"Fatty acid oxidation",11001,NA,843,0,2705,NA,
"Fatty acid oxidation",11001,NA,843,0,2706,NA,
"Fatty acid oxidation",11001,NA,843,0,2707,NA,
"Fatty acid oxidation",11001,NA,843,0,2708,NA,
"Fatty acid oxidation",11001,NA,843,0,2709,NA,
"Fatty acid oxidation",11001,NA,843,0,2710,NA,
"Fatty acid oxidation",11001,NA,843,0,2711,NA,
"Fatty acid oxidation",11001,NA,843,0,2712,NA,
"Fatty acid oxidation",11001,NA,843,0,2713,NA,
"Fatty acid oxidation",11001,NA,843,0,2714,NA,
"Fatty acid oxidation",11001,NA,843,0,2715,NA,
"Fatty acid oxidation",11001,NA,843,0,2716,NA,
"Fatty acid oxidation",11001,NA,843,0,2717,NA,
"Fatty acid oxidation",11001,NA,843,0,2718,NA,
"Fatty acid oxidation",11001,NA,843,0,2719,NA,
"Fatty acid oxidation",11001,NA,843,0,2720,NA,
"Fatty acid oxidation",11001,NA,843,0,2721,NA,
"Fatty acid oxidation",11001,NA,843,0,2722,NA,
"Fatty acid oxidation",11001,NA,843,0,2723,NA,
"Fatty acid oxidation",11001,NA,843,0,2724,NA,
"Fatty acid oxidation",11001,NA,843,0,2725,NA,
"Fatty acid oxidation",11001,NA,843,0,2726,NA,
"Fatty acid oxidation",11001,NA,843,0,2727,NA,
"Fatty acid oxidation",2109,NA,843,0,2728,NA,
"Fatty acid oxidation",2108,NA,843,0,2729,NA,
"Fatty acid oxidation",2109,NA,843,0,2730,NA,
"Fatty acid oxidation",2110,NA,843,0,2731,NA,
"Fatty acid oxidation",2181,NA,843,0,2732,NA,
"Fatty acid oxidation",2181,NA,843,0,2733,NA,
"Fatty acid oxidation",2181,NA,843,0,2734,NA,
"Fatty acid oxidation",2181,NA,843,0,2735,NA,
"Fatty acid oxidation",2181,NA,843,0,2736,NA,
"Fatty acid oxidation",2181,NA,843,0,2737,NA,
"Fatty acid oxidation",2181,NA,843,0,2738,NA,
"Fatty acid oxidation",2181,NA,843,0,2739,NA,
"Fatty acid oxidation",2181,NA,843,0,2740,NA,
"Fatty acid oxidation",2181,NA,843,0,2741,NA,
"Fatty acid oxidation",2181,NA,843,0,2742,NA,
"Fatty acid oxidation",2181,NA,843,0,2743,NA,
"Fatty acid oxidation",2181,NA,843,0,2744,NA,
"Fatty acid oxidation",2181,NA,843,0,2745,NA,
"Fatty acid oxidation",2181,NA,843,0,2746,NA,
"Fatty acid oxidation",2181,NA,843,0,2747,NA,
"Fatty acid oxidation",2181,NA,843,0,2748,NA,
"Fatty acid oxidation",2181,NA,843,0,2749,NA,
"Fatty acid oxidation",2181,NA,843,0,2750,NA,
"Fatty acid oxidation",2181,NA,843,0,2751,NA,
"Fatty acid oxidation",2181,NA,843,0,2752,NA,
"Fatty acid oxidation",2181,NA,843,0,2753,NA,
"Fatty acid oxidation",2181,NA,843,0,2754,NA,
"Fatty acid oxidation",2181,NA,843,0,2755,NA,
"Fatty acid oxidation",2181,NA,843,0,2756,NA,
"Fatty acid oxidation",2181,NA,843,0,2757,NA,
"Fatty acid oxidation",2181,NA,843,0,2758,NA,
"Fatty acid oxidation",2182,NA,843,0,2759,NA,
"Fatty acid oxidation",2182,NA,843,0,2760,NA,
"Fatty acid oxidation",2182,NA,843,0,2761,NA,
"Fatty acid oxidation",2182,NA,843,0,2762,NA,
"Fatty acid oxidation",2182,NA,843,0,2763,NA,
"Fatty acid oxidation",2182,NA,843,0,2764,NA,
"Fatty acid oxidation",2182,NA,843,0,2765,NA,
"Fatty acid oxidation",2182,NA,843,0,2766,NA,
"Fatty acid oxidation",2182,NA,843,0,2767,NA,
"Fatty acid oxidation",2182,NA,843,0,2768,NA,
"Fatty acid oxidation",2182,NA,843,0,2769,NA,
"Fatty acid oxidation",2182,NA,843,0,2770,NA,
"Fatty acid oxidation",2182,NA,843,0,2771,NA,
"Fatty acid oxidation",2182,NA,843,0,2772,NA,
"Fatty acid oxidation",2182,NA,843,0,2773,NA,
"Fatty acid oxidation",2182,NA,843,0,2774,NA,
"Fatty acid oxidation",2182,NA,843,0,2775,NA,
"Fatty acid oxidation",2182,NA,843,0,2776,NA,
"Fatty acid oxidation",2182,NA,843,0,2777,NA,
"Fatty acid oxidation",2182,NA,843,0,2778,NA,
"Fatty acid oxidation",2182,NA,843,0,2779,NA,
"Fatty acid oxidation",2182,NA,843,0,2780,NA,
"Fatty acid oxidation",2182,NA,843,0,2781,NA,
"Fatty acid oxidation",2182,NA,843,0,2782,NA,
"Fatty acid oxidation",2180,NA,843,0,2783,NA,
"Fatty acid oxidation",2180,NA,843,0,2784,NA,
"Fatty acid oxidation",2180,NA,843,0,2785,NA,
"Fatty acid oxidation",2180,NA,843,0,2786,NA,
"Fatty acid oxidation",2180,NA,843,0,2787,NA,
"Fatty acid oxidation",2180,NA,843,0,2788,NA,
"Fatty acid oxidation",2180,NA,843,0,2789,NA,
"Fatty acid oxidation",2180,NA,843,0,2790,NA,
"Fatty acid oxidation",2180,NA,843,0,2791,NA,
"Fatty acid oxidation",2180,NA,843,0,2792,NA,
"Fatty acid oxidation",2180,NA,843,0,2793,NA,
"Fatty acid oxidation",2180,NA,843,0,2794,NA,
"Fatty acid oxidation",2180,NA,843,0,2795,NA,
"Fatty acid oxidation",2180,NA,843,0,2796,NA,
"Fatty acid oxidation",2180,NA,843,0,2797,NA,
"Fatty acid oxidation",2180,NA,843,0,2798,NA,
"Fatty acid oxidation",2180,NA,843,0,2799,NA,
"Fatty acid oxidation",2180,NA,843,0,2800,NA,
"Fatty acid oxidation",2180,NA,843,0,2801,NA,
"Fatty acid oxidation",2180,NA,843,0,2802,NA,
"Fatty acid oxidation",2180,NA,843,0,2803,NA,
"Fatty acid oxidation",2180,NA,843,0,2804,NA,
"Fatty acid oxidation",2180,NA,843,0,2805,NA,
"Fatty acid oxidation",2180,NA,843,0,2806,NA,
"Fatty acid oxidation",2180,NA,843,0,2807,NA,
"Fatty acid oxidation",2180,NA,843,0,2808,NA,
"Fatty acid oxidation",2180,NA,843,0,2809,NA,
"Fatty acid oxidation",2180,NA,843,0,2810,NA,
"Fatty acid oxidation",2180,NA,843,0,2811,NA,
"Fatty acid oxidation",2180,NA,843,0,2812,NA,
"Fatty acid oxidation",2180,NA,843,0,2813,NA,
"Fatty acid oxidation",2180,NA,843,0,2814,NA,
"Fatty acid oxidation",2180,NA,843,0,2815,NA,
"Fatty acid oxidation",2180,NA,843,0,2816,NA,
"Fatty acid oxidation",2180,NA,843,0,2817,NA,
"Fatty acid oxidation",2180,NA,843,0,2818,NA,
"Fatty acid oxidation",2180,NA,843,0,2819,NA,
"Fatty acid oxidation",2180,NA,843,0,2820,NA,
"Fatty acid oxidation",2180,NA,843,0,2821,NA,
"Fatty acid oxidation",2180,NA,843,0,2822,NA,
"Fatty acid oxidation",2180,NA,843,0,2823,NA,
"Fatty acid oxidation",2180,NA,843,0,2824,NA,
"Fatty acid oxidation",2180,NA,843,0,2825,NA,
"Fatty acid oxidation",2180,NA,843,0,2826,NA,
"Fatty acid oxidation",2180,NA,843,0,2827,NA,
"Fatty acid oxidation",2180,NA,843,0,2828,NA,
"Fatty acid oxidation",2181,NA,843,0,2829,NA,
"Fatty acid oxidation",2181,NA,843,0,2830,NA,
"Fatty acid oxidation",2181,NA,843,0,2831,NA,
"Fatty acid oxidation",2181,NA,843,0,2832,NA,
"Fatty acid oxidation",2181,NA,843,0,2833,NA,
"Fatty acid oxidation",2181,NA,843,0,2834,NA,
"Fatty acid oxidation",2181,NA,843,0,2835,NA,
"Fatty acid oxidation",51703,NA,843,0,2836,NA,
"Fatty acid oxidation",51703,NA,843,0,2837,NA,
"Fatty acid oxidation",51703,NA,843,0,2838,NA,
"Fatty acid oxidation",51703,NA,843,0,2839,NA,
"Fatty acid oxidation",51703,NA,843,0,2840,NA,
"Fatty acid oxidation",51703,NA,843,0,2841,NA,
"Fatty acid oxidation",51703,NA,843,0,2842,NA,
"Fatty acid oxidation",51703,NA,843,0,2843,NA,
"Fatty acid oxidation",51703,NA,843,0,2844,NA,
"Fatty acid oxidation",51703,NA,843,0,2845,NA,
"Fatty acid oxidation",51703,NA,843,0,2846,NA,
"Fatty acid oxidation",51703,NA,843,0,2847,NA,
"Fatty acid oxidation",51703,NA,843,0,2848,NA,
"Fatty acid oxidation",51703,NA,843,0,2849,NA,
"Fatty acid oxidation",51703,NA,843,0,2850,NA,
"Fatty acid oxidation",51703,NA,843,0,2851,NA,
"Fatty acid oxidation",51703,NA,843,0,2852,NA,
"Fatty acid oxidation",51703,NA,843,0,2853,NA,
"Fatty acid oxidation",51703,NA,843,0,2854,NA,
"Fatty acid oxidation",51703,NA,843,0,2855,NA,
"Fatty acid oxidation",51703,NA,843,0,2856,NA,
"Fatty acid oxidation",81616,NA,843,0,2857,NA,
"Fatty acid oxidation",81616,NA,843,0,2858,NA,
"Fatty acid oxidation",81616,NA,843,0,2859,NA,
"Fatty acid oxidation",81616,NA,843,0,2860,NA,
"Fatty acid oxidation",81616,NA,843,0,2861,NA,
"Fatty acid oxidation",81616,NA,843,0,2862,NA,
"Fatty acid oxidation",81616,NA,843,0,2863,NA,
"Fatty acid oxidation",81616,NA,843,0,2864,NA,
"Fatty acid oxidation",81616,NA,843,0,2865,NA,
"Fatty acid oxidation",81616,NA,843,0,2866,NA,
"Fatty acid oxidation",81616,NA,843,0,2867,NA,
"Fatty acid oxidation",81616,NA,843,0,2868,NA,
"Fatty acid oxidation",81616,NA,843,0,2869,NA,
"Fatty acid oxidation",81616,NA,843,0,2870,NA,
"Fatty acid oxidation",81616,NA,843,0,2871,NA,
"Fatty acid oxidation",81616,NA,843,0,2872,NA,
"Fatty acid oxidation",81616,NA,843,0,2873,NA,
"Fatty acid oxidation",81616,NA,843,0,2874,NA,
"Fatty acid oxidation",23305,NA,843,0,2875,NA,
"Fatty acid oxidation",23305,NA,843,0,2876,NA,
"Fatty acid oxidation",23305,NA,843,0,2877,NA,
"Fatty acid oxidation",23305,NA,843,0,2878,NA,
"Fatty acid oxidation",23305,NA,843,0,2879,NA,
"Fatty acid oxidation",23305,NA,843,0,2880,NA,
"Fatty acid oxidation",23305,NA,843,0,2881,NA,
"Fatty acid oxidation",23305,NA,843,0,2882,NA,
"Fatty acid oxidation",23305,NA,843,0,2883,NA,
"Fatty acid oxidation",23305,NA,843,0,2884,NA,
"Fatty acid oxidation",23305,NA,843,0,2885,NA,
"Fatty acid oxidation",23305,NA,843,0,2886,NA,
"Fatty acid oxidation",23305,NA,843,0,2887,NA,
"Fatty acid oxidation",23305,NA,843,0,2888,NA,
"Fatty acid oxidation",23305,NA,843,0,2889,NA,
"Fatty acid oxidation",23305,NA,843,0,2890,NA,
"Fatty acid oxidation",23305,NA,843,0,2891,NA,
"Fatty acid oxidation",23305,NA,843,0,2892,NA,
"Fatty acid oxidation",2182,NA,843,0,2893,NA,
"Fatty acid oxidation",116285,NA,843,0,2894,NA,
"Fatty acid oxidation",6785,NA,843,0,2895,NA,
"Fatty acid oxidation",6785,NA,843,0,2896,NA,
"Fatty acid oxidation",6785,NA,843,0,2897,NA,
"Fatty acid oxidation",6785,NA,843,0,2898,NA,
"Fatty acid oxidation",6785,NA,843,0,2899,NA,
"Fatty acid oxidation",6785,NA,843,0,2900,NA,
"Fatty acid oxidation",6785,NA,843,0,2901,NA,
"Fatty acid oxidation",6785,NA,843,0,2902,NA,
"Fatty acid oxidation",79071,NA,843,0,2903,NA,
"Fatty acid oxidation",79071,NA,843,0,2904,NA,
"Fatty acid oxidation",79071,NA,843,0,2905,NA,
"Fatty acid oxidation",79071,NA,843,0,2906,NA,
"Fatty acid oxidation",79071,NA,843,0,2907,NA,
"Fatty acid oxidation",79071,NA,843,0,2908,NA,
"Fatty acid oxidation",79071,NA,843,0,2909,NA,
"Fatty acid oxidation",79071,NA,843,0,2910,NA,
"Fatty acid oxidation",60481,NA,843,0,2911,NA,
"Fatty acid oxidation",60481,NA,843,0,2912,NA,
"Fatty acid oxidation",60481,NA,843,0,2913,NA,
"Fatty acid oxidation",60481,NA,843,0,2914,NA,
"Fatty acid oxidation",60481,NA,843,0,2915,NA,
"Fatty acid oxidation",60481,NA,843,0,2916,NA,
"Fatty acid oxidation",60481,NA,843,0,2917,NA,
"Fatty acid oxidation",60481,NA,843,0,2918,NA,
"Fatty acid oxidation",54898,NA,843,0,2919,NA,
"Fatty acid oxidation",54898,NA,843,0,2920,NA,
"Fatty acid oxidation",54898,NA,843,0,2921,NA,
"Fatty acid oxidation",54898,NA,843,0,2922,NA,
"Fatty acid oxidation",54898,NA,843,0,2923,NA,
"Fatty acid oxidation",54898,NA,843,0,2924,NA,
"Fatty acid oxidation",54898,NA,843,0,2925,NA,
"Fatty acid oxidation",54898,NA,843,0,2926,NA,
"Fatty acid oxidation",10999,NA,843,0,2927,NA,
"Fatty acid oxidation",10999,NA,843,0,2928,NA,
"Fatty acid oxidation",376497,NA,843,0,2929,NA,
"Fatty acid oxidation",376497,NA,843,0,2930,NA,
"Fatty acid oxidation",11000,NA,843,0,2931,NA,
"Fatty acid oxidation",11000,NA,843,0,2932,NA,
"Fatty acid oxidation",10840,NA,843,0,2933,NA,
"Fatty acid oxidation",2687,NA,843,0,2934,NA,
"Fatty acid oxidation",2678,NA,843,0,2935,NA,
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3028,HSD17B10,843,49,3,Chelerythrine; Emodin; Resveratrol,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
