Var1,Gene,Gene_Symbol,total_rxns,targeted_rxns,targeted_drugs,targeted_drugs_names,targeted_rxns_names
"Transport, extracellular",84889,,1886,0,0,,
"Transport, extracellular",84889,,1886,0,0,,
"Transport, extracellular",84889,,1886,0,0,,
"Transport, extracellular",84889,,1886,0,0,,
"Transport, extracellular",84889,,1886,0,0,,
"Transport, extracellular",84889,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",340024,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",57393,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",59272,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",92745,,1886,0,0,,
"Transport, extracellular",10991,,1886,0,0,,
"Transport, extracellular",10991,,1886,0,0,,
"Transport, extracellular",10991,,1886,0,0,,
"Transport, extracellular",10991,,1886,0,0,,
"Transport, extracellular",10991,,1886,0,0,,
"Transport, extracellular",10991,,1886,0,0,,
"Transport, extracellular",6519,,1886,0,0,,
"Transport, extracellular",6519,,1886,0,0,,
"Transport, extracellular",6519,,1886,0,0,,
"Transport, extracellular",6519,,1886,0,0,,
"Transport, extracellular",6519,,1886,0,0,,
"Transport, extracellular",6519,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",11136,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",10998,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9057,,1886,0,0,,
"Transport, extracellular",9962,,1886,0,0,,
"Transport, extracellular",9963,,1886,0,0,,
"Transport, extracellular",9963,,1886,0,0,,
"Transport, extracellular",9963,,1886,0,0,,
"Transport, extracellular",9962,,1886,0,0,,
"Transport, extracellular",9962,,1886,0,0,,
"Transport, extracellular",9963,,1886,0,0,,
"Transport, extracellular",6511,,1886,0,0,,
"Transport, extracellular",6511,,1886,0,0,,
"Transport, extracellular",6511,,1886,0,0,,
"Transport, extracellular",6505,,1886,0,0,,
"Transport, extracellular",6505,,1886,0,0,,
"Transport, extracellular",6505,,1886,0,0,,
"Transport, extracellular",6507,,1886,0,0,,
"Transport, extracellular",6507,,1886,0,0,,
"Transport, extracellular",6507,,1886,0,0,,
"Transport, extracellular",6506,,1886,0,0,,
"Transport, extracellular",6506,,1886,0,0,,
"Transport, extracellular",6506,,1886,0,0,,
"Transport, extracellular",6512,,1886,0,0,,
"Transport, extracellular",6512,,1886,0,0,,
"Transport, extracellular",6512,,1886,0,0,,
"Transport, extracellular",140679,,1886,0,0,,
"Transport, extracellular",140679,,1886,0,0,,
"Transport, extracellular",140679,,1886,0,0,,
"Transport, extracellular",10599,SLCO1B1,1886,137,13,Aconitine; Andrographolide; Artemisinin; Chelerythrine; Emodin; Glycyrrhizic acid; Hesperidin; Osthole; Paeoniflorin; Resveratrol; Sennoside A; Strychnine; Tetrahydropalmatine,BILDGLCURt; BILGLCURt; BILIRUBt2; CHOLATEt; DHEASt; ESTRADIOLGLCt; ESTRONESt; GCHOLAt; LEUKTRC4t; TCHOLAt; THYOXt; TRIODTHYt; r2198; r2199; r2200; r2201; r2202; r2218; r2219; r2220; r2221; r2222; r2223; r2224; r2225; r2226; r2227; r2228; r2229; r2230; r2231; r2232; r2233; r2234; r2235; r2236; r2237; r2238; r2239; r2240; r2241; r2242; r2243; r2244; r2245; r2246; r2247; r2248; r2249; r2250; r2251; r2252; r2253; r2254; r2255; r2256; r2257; r2258; r2259; r2260; r2261; r2262; r2263; r2264; r2265; r2266; r2267; r2268; r2269; r2270; r2271; r2272; r2273; r2274; r2275; r2276; r2277; r2278; r2279; r2280; r2281; r2282; r2283; r2284; r2285; r2286; r2287; r2288; r2289; r2290; r2291; r2292; r2293; r2294; r2295; r2296; r2297; r2298; r2299; r2300; r2301; r2302; r2303; r2304; r2305; r2306; r2307; FOLOATPtc; C05769te3; C05770te4; 12DHCHOLt; 3DHCDCHOLt; 3DHCHOLt; 3DHDCAt; 3DHLCAt; 7DHCDCHOLt; 7DHCHOLt; CA3St; HC02220t; COPROSTt; DCA3St; GCA3St; GCDCA3St; GDCA3St; GUDCA3St; HYOCHOLt; ICDCHOLt; ISOCHOLt; LCA3St; TCA3St; TCDCA3St; TDCA3St; THYOCHOLt; TUDCA3St; UCHOLt; UDCA3St; UDCHOLt
"Transport, extracellular",10599,SLCO1B1,1886,137,13,Aconitine; Andrographolide; Artemisinin; Chelerythrine; Emodin; Glycyrrhizic acid; Hesperidin; Osthole; Paeoniflorin; Resveratrol; Sennoside A; Strychnine; Tetrahydropalmatine,BILDGLCURt; BILGLCURt; BILIRUBt2; CHOLATEt; DHEASt; ESTRADIOLGLCt; ESTRONESt; GCHOLAt; LEUKTRC4t; TCHOLAt; THYOXt; TRIODTHYt; r2198; r2199; r2200; r2201; r2202; r2218; r2219; r2220; r2221; r2222; r2223; r2224; r2225; r2226; r2227; r2228; r2229; r2230; r2231; r2232; r2233; r2234; r2235; r2236; r2237; r2238; r2239; r2240; r2241; r2242; r2243; r2244; r2245; r2246; r2247; r2248; r2249; r2250; r2251; r2252; r2253; r2254; r2255; r2256; r2257; r2258; r2259; r2260; r2261; r2262; r2263; r2264; r2265; r2266; r2267; r2268; r2269; r2270; r2271; r2272; r2273; r2274; r2275; r2276; r2277; r2278; r2279; r2280; r2281; r2282; r2283; r2284; r2285; r2286; r2287; r2288; r2289; r2290; r2291; r2292; r2293; r2294; r2295; r2296; r2297; r2298; r2299; r2300; r2301; r2302; r2303; r2304; r2305; r2306; r2307; FOLOATPtc; C05769te3; C05770te4; 12DHCHOLt; 3DHCDCHOLt; 3DHCHOLt; 3DHDCAt; 3DHLCAt; 7DHCDCHOLt; 7DHCHOLt; CA3St; HC02220t; COPROSTt; DCA3St; GCA3St; GCDCA3St; GDCA3St; GUDCA3St; HYOCHOLt; ICDCHOLt; ISOCHOLt; LCA3St; TCA3St; TCDCA3St; TDCA3St; THYOCHOLt; TUDCA3St; UCHOLt; UDCA3St; UDCHOLt
