Var1,Gene,Gene_Symbol,total_rxns,targeted_rxns,targeted_drugs,targeted_drugs_names,targeted_rxns_names
"Fatty acid oxidation",3033,NA,843,49,2985,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2986,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2987,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2988,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2989,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2990,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2991,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2992,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2993,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2994,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2995,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2996,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2997,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2998,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,2999,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3000,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3001,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3002,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3003,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3004,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3005,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3006,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3007,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3008,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3009,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3010,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3011,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3012,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3013,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3014,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3015,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",3033,NA,843,49,3016,NA,r1477; RE0512M; RE1525M; RE1526M; RE1527M; RE3005M; RE3177M; RE3178M; RE3179M; HMR_3109; HMR_3113; HMR_3117; HMR_3172; HMR_3176; HMR_3180; HMR_3184; HMR_3188; HMR_3192; HMR_3196; HMR_3200; HMR_3204; HMR_3220; HMR_3224; HMR_3232; HMR_3236; HMR_3242; HMR_3246; HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",26062,NA,843,0,3017,NA,
"Fatty acid oxidation",3931,NA,843,0,3018,NA,
"Fatty acid oxidation",3990,NA,843,0,3019,NA,
"Fatty acid oxidation",3990,NA,843,0,3020,NA,
"Fatty acid oxidation",23417,NA,843,0,3021,NA,
"Fatty acid oxidation",23417,NA,843,0,3022,NA,
"Fatty acid oxidation",23417,NA,843,0,3023,NA,
"Fatty acid oxidation",1565,CYP2D6,843,1,1,Emodin,C14825c
"Fatty acid oxidation",4051,NA,843,0,3025,NA,
"Fatty acid oxidation",4051,NA,843,0,3026,NA,
"Fatty acid oxidation",4051,NA,843,0,3027,NA,
"Fatty acid oxidation",4051,NA,843,0,3028,NA,
"Fatty acid oxidation",8529,NA,843,0,3029,NA,
"Fatty acid oxidation",8529,NA,843,0,3030,NA,
"Fatty acid oxidation",8529,NA,843,0,3031,NA,
"Fatty acid oxidation",8529,NA,843,0,3032,NA,
"Fatty acid oxidation",8310,NA,843,0,3033,NA,
"Fatty acid oxidation",8310,NA,843,0,3034,NA,
"Fatty acid oxidation",8310,NA,843,0,3035,NA,
"Fatty acid oxidation",8310,NA,843,0,3036,NA,
"Fatty acid oxidation",8310,NA,843,0,3037,NA,
"Fatty acid oxidation",8310,NA,843,0,3038,NA,
"Fatty acid oxidation",8310,NA,843,0,3039,NA,
"Fatty acid oxidation",8310,NA,843,0,3040,NA,
"Fatty acid oxidation",8310,NA,843,0,3041,NA,
"Fatty acid oxidation",8310,NA,843,0,3042,NA,
"Fatty acid oxidation",8310,NA,843,0,3043,NA,
"Fatty acid oxidation",8310,NA,843,0,3044,NA,
"Fatty acid oxidation",8310,NA,843,0,3045,NA,
"Fatty acid oxidation",8310,NA,843,0,3046,NA,
"Fatty acid oxidation",8310,NA,843,0,3047,NA,
"Fatty acid oxidation",8310,NA,843,0,3048,NA,
"Fatty acid oxidation",8310,NA,843,0,3049,NA,
"Fatty acid oxidation",8310,NA,843,0,3050,NA,
"Fatty acid oxidation",8310,NA,843,0,3051,NA,
"Fatty acid oxidation",8310,NA,843,0,3052,NA,
"Fatty acid oxidation",8310,NA,843,0,3053,NA,
"Fatty acid oxidation",8310,NA,843,0,3054,NA,
"Fatty acid oxidation",8310,NA,843,0,3055,NA,
"Fatty acid oxidation",8310,NA,843,0,3056,NA,
"Fatty acid oxidation",8310,NA,843,0,3057,NA,
"Fatty acid oxidation",8310,NA,843,0,3058,NA,
"Fatty acid oxidation",8310,NA,843,0,3059,NA,
"Fatty acid oxidation",8310,NA,843,0,3060,NA,
"Fatty acid oxidation",8310,NA,843,0,3061,NA,
"Fatty acid oxidation",8310,NA,843,0,3062,NA,
"Fatty acid oxidation",8310,NA,843,0,3063,NA,
"Fatty acid oxidation",8310,NA,843,0,3064,NA,
"Fatty acid oxidation",8310,NA,843,0,3065,NA,
"Fatty acid oxidation",8310,NA,843,0,3066,NA,
"Fatty acid oxidation",8310,NA,843,0,3067,NA,
"Fatty acid oxidation",8310,NA,843,0,3068,NA,
"Fatty acid oxidation",8310,NA,843,0,3069,NA,
"Fatty acid oxidation",8310,NA,843,0,3070,NA,
"Fatty acid oxidation",8310,NA,843,0,3071,NA,
"Fatty acid oxidation",5264,NA,843,0,3072,NA,
"Fatty acid oxidation",10965,NA,843,0,3073,NA,
"Fatty acid oxidation",10965,NA,843,0,3074,NA,
"Fatty acid oxidation",10965,NA,843,0,3075,NA,
"Fatty acid oxidation",10965,NA,843,0,3076,NA,
"Fatty acid oxidation",10965,NA,843,0,3077,NA,
"Fatty acid oxidation",10965,NA,843,0,3078,NA,
"Fatty acid oxidation",10965,NA,843,0,3079,NA,
"Fatty acid oxidation",10965,NA,843,0,3080,NA,
"Fatty acid oxidation",10965,NA,843,0,3081,NA,
"Fatty acid oxidation",10965,NA,843,0,3082,NA,
"Fatty acid oxidation",10965,NA,843,0,3083,NA,
"Fatty acid oxidation",10965,NA,843,0,3084,NA,
"Fatty acid oxidation",10965,NA,843,0,3085,NA,
"Fatty acid oxidation",10965,NA,843,0,3086,NA,
"Fatty acid oxidation",10965,NA,843,0,3087,NA,
"Fatty acid oxidation",10965,NA,843,0,3088,NA,
"Fatty acid oxidation",10965,NA,843,0,3089,NA,
"Fatty acid oxidation",10965,NA,843,0,3090,NA,
"Fatty acid oxidation",10965,NA,843,0,3091,NA,
"Fatty acid oxidation",10965,NA,843,0,3092,NA,
"Fatty acid oxidation",10965,NA,843,0,3093,NA,
"Fatty acid oxidation",10965,NA,843,0,3094,NA,
"Fatty acid oxidation",10965,NA,843,0,3095,NA,
"Fatty acid oxidation",10965,NA,843,0,3096,NA,
"Fatty acid oxidation",10965,NA,843,0,3097,NA,
"Fatty acid oxidation",10965,NA,843,0,3098,NA,
"Fatty acid oxidation",10965,NA,843,0,3099,NA,
