Var1,Gene,Gene_Symbol,total_rxns,targeted_rxns,targeted_drugs,targeted_drugs_names,targeted_rxns_names
"Fatty acid oxidation",30,NA,843,22,1417,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1418,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1419,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1420,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1421,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1422,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1423,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1424,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1425,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1426,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1427,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1428,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1429,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1430,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1431,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1432,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1433,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1434,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1435,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1436,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1437,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1438,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1439,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1440,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1441,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1442,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1443,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1444,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1445,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1446,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1447,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1448,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1449,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1450,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1451,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1452,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1453,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1454,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1455,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1456,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1457,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1458,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1459,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1460,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1461,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1462,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1463,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1464,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1465,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1466,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1467,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1468,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1469,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1470,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1471,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1472,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1473,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1474,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1475,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1476,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1477,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1478,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1479,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1480,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1481,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1482,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1483,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1484,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1485,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1486,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1487,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1488,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1489,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1490,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1491,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1492,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
"Fatty acid oxidation",30,NA,843,22,1493,NA,HMR_3398; HMR_3406; HMR_3407; HMR_3408; HMR_3409; HMR_3411; HMR_3413; HMR_3414; HMR_3416; HMR_3421; HMR_3422; HMR_3423; HMR_3424; HMR_3425; HMR_3426; HMR_3427; HMR_3428; HMR_3429; HMR_3431; HMR_3432; HMR_3433; HMR_9719
